PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabins
829.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,367228.0,7.75,0.0,2.0
397.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,350407.0,7.8542,1.0,2.0
223.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,21440.0,8.05,1.0,2.0
279.0,0.0,3.0,2.0,0.0,3.0,4.0,1.0,382652.0,29.125,0.0,2.0
689.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,350036.0,7.7958,1.0,2.0
526.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,367232.0,7.75,0.0,2.0
647.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,349231.0,7.8958,1.0,2.0
885.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,392076.0,7.05,1.0,2.0
548.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,2146.0,13.8625,2.0,2.0
551.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,17421.0,110.8833,2.0,1.0
634.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,112052.0,0.0,1.0,2.0
701.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,17757.0,227.525,2.0,1.0
57.0,1.0,2.0,1.0,1.0,11.0,0.0,0.0,31026.0,10.5,1.0,2.0
550.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,33112.0,36.75,1.0,2.0
379.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,2648.0,4.0125,2.0,2.0
402.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,341826.0,8.05,1.0,2.0
143.0,1.0,3.0,4.0,1.0,15.0,1.0,0.0,3101279.0,15.85,1.0,2.0
243.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,14263.0,10.5,1.0,2.0
787.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,3101265.0,7.4958,1.0,2.0
239.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,28665.0,10.5,1.0,2.0
884.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,34068.0,10.5,1.0,2.0
323.0,1.0,2.0,1.0,1.0,18.0,0.0,0.0,234818.0,12.35,0.0,2.0
419.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,28228.0,13.0,1.0,2.0
147.0,1.0,3.0,0.0,0.0,19.0,0.0,0.0,350043.0,7.7958,1.0,2.0
94.0,0.0,3.0,0.0,0.0,14.0,1.0,2.0,2315.0,20.575,1.0,2.0
673.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,24580.0,10.5,1.0,2.0
696.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,248731.0,13.5,1.0,2.0
865.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,233866.0,13.0,1.0,2.0
342.0,1.0,1.0,1.0,1.0,15.0,3.0,2.0,19950.0,263.0,1.0,1.0
455.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,2817.0,8.05,1.0,2.0
772.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,350047.0,7.8542,1.0,2.0
589.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,14973.0,8.05,1.0,2.0
717.0,1.0,1.0,1.0,1.0,25.0,0.0,0.0,17757.0,227.525,2.0,1.0
352.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,113510.0,35.0,1.0,1.0
653.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,8475.0,8.4333,1.0,2.0
698.0,1.0,3.0,1.0,1.0,27.0,0.0,0.0,35852.0,7.7333,0.0,2.0
440.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,18723.0,10.5,1.0,2.0
852.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,347060.0,7.775,1.0,2.0
300.0,1.0,1.0,4.0,1.0,29.0,0.0,1.0,17558.0,247.5208,2.0,2.0
708.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0,17476.0,26.2875,1.0,3.0
353.0,0.0,3.0,0.0,0.0,31.0,1.0,1.0,2695.0,7.2292,2.0,2.0
141.0,0.0,3.0,4.0,1.0,32.0,0.0,2.0,2678.0,15.2458,2.0,2.0
314.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,349243.0,7.8958,1.0,2.0
180.0,0.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,2.0
88.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,392086.0,8.05,1.0,2.0
381.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,17757.0,227.525,2.0,2.0
403.0,0.0,3.0,1.0,1.0,11.0,1.0,0.0,4137.0,9.825,1.0,2.0
190.0,0.0,3.0,0.0,0.0,33.0,0.0,0.0,349247.0,7.8958,1.0,2.0
33.0,1.0,3.0,1.0,1.0,35.0,0.0,0.0,335677.0,7.75,0.0,2.0
107.0,1.0,3.0,1.0,1.0,11.0,0.0,0.0,343120.0,7.65,1.0,2.0
75.0,1.0,3.0,0.0,0.0,36.0,0.0,0.0,1601.0,56.4958,1.0,2.0
511.0,1.0,3.0,0.0,0.0,16.0,0.0,0.0,382651.0,7.75,0.0,2.0
517.0,1.0,2.0,4.0,1.0,37.0,0.0,0.0,34260.0,10.5,1.0,4.0
262.0,1.0,3.0,2.0,0.0,38.0,4.0,2.0,347077.0,31.3875,1.0,2.0
111.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,110465.0,52.0,1.0,1.0
235.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,29566.0,10.5,1.0,2.0
788.0,0.0,3.0,2.0,0.0,12.0,4.0,1.0,382652.0,29.125,0.0,2.0
68.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3464.0,8.1583,1.0,2.0
702.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,17475.0,26.2875,1.0,3.0
677.0,0.0,3.0,0.0,0.0,41.0,0.0,0.0,342826.0,8.05,1.0,2.0
146.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,33112.0,36.75,1.0,2.0
552.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,244358.0,26.0,1.0,2.0
334.0,0.0,3.0,5.0,0.0,42.0,2.0,0.0,345764.0,18.0,1.0,2.0
417.0,1.0,2.0,4.0,1.0,37.0,1.0,1.0,28220.0,32.5,1.0,2.0
506.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,17758.0,108.9,2.0,1.0
610.0,1.0,1.0,1.0,1.0,43.0,0.0,0.0,17582.0,153.4625,1.0,1.0
18.0,1.0,2.0,0.0,0.0,44.0,0.0,0.0,244373.0,13.0,1.0,2.0
872.0,1.0,1.0,4.0,1.0,39.0,1.0,1.0,11751.0,52.5542,1.0,5.0
426.0,0.0,3.0,0.0,0.0,45.0,0.0,0.0,34244.0,7.25,1.0,2.0
547.0,1.0,2.0,4.0,1.0,6.0,1.0,0.0,2908.0,26.0,1.0,2.0
572.0,1.0,1.0,4.0,1.0,46.0,2.0,0.0,11769.0,51.4792,1.0,1.0
117.0,0.0,3.0,0.0,0.0,47.0,0.0,0.0,370369.0,7.75,0.0,2.0
251.0,0.0,3.0,0.0,0.0,48.0,0.0,0.0,362316.0,7.25,1.0,2.0
869.0,0.0,3.0,6.0,0.0,49.0,0.0,0.0,345777.0,9.5,1.0,2.0
254.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,3336.0,16.1,1.0,2.0
315.0,0.0,2.0,0.0,0.0,50.0,1.0,1.0,13529.0,26.25,1.0,2.0
817.0,0.0,3.0,1.0,1.0,51.0,0.0,0.0,3101290.0,7.925,1.0,2.0
149.0,0.0,2.0,0.0,0.0,52.0,0.0,2.0,230080.0,26.0,1.0,4.0
280.0,1.0,3.0,4.0,1.0,40.0,1.0,1.0,2673.0,20.25,1.0,2.0
154.0,0.0,3.0,7.0,0.0,5.0,0.0,2.0,851.0,14.5,1.0,2.0
642.0,1.0,1.0,8.0,1.0,15.0,0.0,0.0,17477.0,69.3,2.0,2.0
744.0,0.0,3.0,0.0,0.0,15.0,1.0,0.0,376566.0,16.1,1.0,2.0
82.0,1.0,3.0,0.0,0.0,16.0,0.0,0.0,345779.0,9.5,1.0,2.0
382.0,1.0,3.0,1.0,1.0,53.0,0.0,2.0,2653.0,15.7417,2.0,2.0
247.0,0.0,3.0,1.0,1.0,7.0,0.0,0.0,347071.0,7.775,1.0,2.0
680.0,1.0,1.0,0.0,0.0,33.0,0.0,1.0,17755.0,512.3292,2.0,2.0
358.0,0.0,2.0,1.0,1.0,25.0,0.0,0.0,237671.0,13.0,1.0,2.0
59.0,1.0,2.0,1.0,1.0,54.0,1.0,2.0,34651.0,27.75,1.0,2.0
383.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,3101293.0,7.925,1.0,2.0
85.0,1.0,2.0,1.0,1.0,9.0,0.0,0.0,14885.0,10.5,1.0,2.0
253.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0,113514.0,26.55,1.0,1.0
498.0,0.0,3.0,0.0,0.0,56.0,0.0,0.0,6212.0,15.1,1.0,2.0
405.0,0.0,3.0,1.0,1.0,13.0,0.0,0.0,315096.0,8.6625,1.0,2.0
175.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,17764.0,30.6958,2.0,6.0
722.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,350048.0,7.0542,1.0,2.0
657.0,0.0,3.0,0.0,0.0,58.0,0.0,0.0,349223.0,7.8958,1.0,2.0
523.0,0.0,3.0,0.0,0.0,59.0,0.0,0.0,2624.0,7.225,2.0,2.0
159.0,0.0,3.0,0.0,0.0,60.0,0.0,0.0,315037.0,8.6625,1.0,2.0
58.0,0.0,3.0,0.0,0.0,61.0,0.0,0.0,2697.0,7.2292,2.0,2.0
575.0,0.0,3.0,0.0,0.0,42.0,0.0,0.0,20589.0,8.05,1.0,2.0
614.0,0.0,3.0,0.0,0.0,62.0,0.0,0.0,370377.0,7.75,0.0,2.0
25.0,0.0,3.0,1.0,1.0,12.0,3.0,1.0,349909.0,21.075,1.0,2.0
851.0,0.0,3.0,2.0,0.0,63.0,4.0,2.0,347082.0,31.275,1.0,2.0
658.0,0.0,3.0,4.0,1.0,36.0,1.0,1.0,364849.0,15.5,0.0,2.0
556.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0,113807.0,26.55,1.0,2.0
709.0,1.0,1.0,1.0,1.0,24.0,0.0,0.0,113781.0,151.55,1.0,2.0
570.0,1.0,3.0,0.0,0.0,36.0,0.0,0.0,350417.0,7.8542,1.0,2.0
566.0,0.0,3.0,0.0,0.0,15.0,2.0,0.0,48871.0,24.15,1.0,2.0
664.0,0.0,3.0,0.0,0.0,33.0,0.0,0.0,349210.0,7.4958,1.0,2.0
597.0,1.0,2.0,1.0,1.0,64.0,0.0,0.0,248727.0,33.0,1.0,2.0
53.0,1.0,1.0,4.0,1.0,65.0,1.0,0.0,17572.0,76.7292,2.0,5.0
767.0,0.0,1.0,9.0,0.0,66.0,0.0,0.0,112379.0,39.6,2.0,2.0
541.0,1.0,1.0,1.0,1.0,33.0,0.0,2.0,5735.0,71.0,1.0,2.0
608.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,113804.0,30.5,1.0,2.0
54.0,1.0,2.0,4.0,1.0,16.0,1.0,0.0,2926.0,26.0,1.0,2.0
495.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,45380.0,8.05,1.0,2.0
228.0,0.0,3.0,0.0,0.0,67.0,0.0,0.0,21173.0,7.25,1.0,2.0
618.0,0.0,3.0,4.0,1.0,14.0,1.0,0.0,3336.0,16.1,1.0,2.0
138.0,0.0,1.0,0.0,0.0,68.0,1.0,0.0,113803.0,53.1,1.0,1.0
565.0,0.0,3.0,1.0,1.0,69.0,0.0,0.0,392087.0,8.05,1.0,2.0
372.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,3101267.0,6.4958,1.0,2.0
854.0,1.0,1.0,1.0,1.0,42.0,0.0,1.0,17592.0,39.4,1.0,5.0
862.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,28134.0,11.5,1.0,2.0
764.0,1.0,1.0,4.0,1.0,33.0,1.0,2.0,113760.0,120.0,1.0,2.0
581.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,237789.0,30.0,1.0,2.0
761.0,0.0,3.0,0.0,0.0,70.0,0.0,0.0,358585.0,14.5,1.0,2.0
308.0,1.0,1.0,3.0,1.0,9.0,1.0,0.0,17758.0,108.9,2.0,1.0
844.0,0.0,3.0,0.0,0.0,71.0,0.0,0.0,2683.0,6.4375,2.0,2.0
292.0,1.0,1.0,4.0,1.0,6.0,1.0,0.0,11967.0,91.0792,2.0,2.0
226.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,4348.0,9.35,1.0,2.0
116.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,3101294.0,7.925,1.0,2.0
84.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,113059.0,47.1,1.0,2.0
43.0,0.0,3.0,0.0,0.0,72.0,0.0,0.0,349253.0,7.8958,2.0,2.0
219.0,1.0,1.0,1.0,1.0,36.0,0.0,0.0,11813.0,76.2917,2.0,5.0
716.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,348124.0,7.65,1.0,4.0
429.0,0.0,3.0,0.0,0.0,73.0,0.0,0.0,364851.0,7.75,0.0,2.0
803.0,1.0,1.0,2.0,0.0,74.0,1.0,2.0,113760.0,120.0,1.0,2.0
790.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,17593.0,79.2,2.0,2.0
125.0,0.0,1.0,0.0,0.0,76.0,0.0,1.0,35281.0,77.2875,1.0,5.0
14.0,0.0,3.0,0.0,0.0,77.0,1.0,5.0,347082.0,31.275,1.0,2.0
814.0,0.0,3.0,1.0,1.0,78.0,4.0,2.0,347082.0,31.275,1.0,2.0
319.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,36928.0,164.8667,1.0,1.0
157.0,1.0,3.0,1.0,1.0,42.0,0.0,0.0,35851.0,7.7333,0.0,2.0
351.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,7267.0,9.225,1.0,2.0
261.0,0.0,3.0,0.0,0.0,79.0,0.0,0.0,384461.0,7.75,0.0,2.0
660.0,0.0,1.0,0.0,0.0,80.0,0.0,2.0,35273.0,113.275,2.0,5.0
124.0,1.0,2.0,1.0,1.0,81.0,0.0,0.0,27267.0,13.0,1.0,3.0
169.0,0.0,1.0,0.0,0.0,82.0,0.0,0.0,17318.0,25.925,1.0,2.0
344.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,244361.0,13.0,1.0,2.0
134.0,1.0,2.0,4.0,1.0,16.0,1.0,0.0,228414.0,26.0,1.0,2.0
558.0,0.0,1.0,0.0,0.0,83.0,0.0,0.0,17757.0,227.525,2.0,2.0
265.0,0.0,3.0,1.0,1.0,84.0,0.0,0.0,382649.0,7.75,0.0,2.0
293.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,2163.0,12.875,2.0,5.0
337.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,113776.0,66.6,1.0,1.0
863.0,1.0,1.0,4.0,1.0,23.0,0.0,0.0,17466.0,25.9292,1.0,5.0
38.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,2152.0,8.05,1.0,2.0
524.0,1.0,1.0,4.0,1.0,85.0,0.0,1.0,111361.0,57.9792,2.0,2.0
151.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,1166.0,12.525,1.0,2.0
738.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,17755.0,512.3292,2.0,2.0
661.0,1.0,1.0,9.0,0.0,29.0,2.0,0.0,17611.0,133.65,1.0,2.0
218.0,0.0,2.0,0.0,0.0,30.0,1.0,0.0,243847.0,27.0,1.0,2.0
418.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,250652.0,13.0,1.0,2.0
56.0,1.0,1.0,0.0,0.0,86.0,0.0,0.0,19947.0,35.5,1.0,1.0
742.0,0.0,1.0,0.0,0.0,33.0,1.0,0.0,19877.0,78.85,1.0,1.0
800.0,0.0,3.0,11.0,1.0,18.0,1.0,1.0,345773.0,24.15,1.0,2.0
400.0,1.0,2.0,4.0,1.0,17.0,0.0,0.0,240929.0,12.65,1.0,2.0
832.0,1.0,2.0,2.0,0.0,87.0,1.0,1.0,29106.0,18.75,1.0,2.0
431.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0,110564.0,26.55,1.0,1.0
104.0,0.0,3.0,0.0,0.0,88.0,0.0,0.0,7540.0,8.6542,1.0,2.0
516.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,36967.0,34.0208,1.0,5.0
846.0,0.0,3.0,0.0,0.0,30.0,0.0,0.0,5547.0,7.55,1.0,2.0
564.0,0.0,3.0,0.0,0.0,89.0,0.0,0.0,392082.0,8.05,1.0,2.0
369.0,1.0,3.0,1.0,1.0,90.0,0.0,0.0,14313.0,7.75,0.0,2.0
178.0,0.0,1.0,1.0,1.0,29.0,0.0,0.0,17595.0,28.7125,2.0,1.0
849.0,0.0,2.0,10.0,0.0,17.0,0.0,1.0,248727.0,33.0,1.0,2.0
4.0,1.0,1.0,4.0,1.0,40.0,1.0,0.0,113803.0,53.1,1.0,1.0
637.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,3101292.0,7.925,1.0,2.0
285.0,0.0,1.0,0.0,0.0,91.0,0.0,0.0,113056.0,26.0,1.0,6.0
13.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,2151.0,8.05,1.0,2.0
31.0,0.0,1.0,12.0,0.0,43.0,0.0,0.0,17601.0,27.7208,2.0,2.0
303.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0
241.0,0.0,3.0,1.0,1.0,92.0,1.0,0.0,2665.0,14.4542,2.0,2.0
267.0,0.0,3.0,0.0,0.0,42.0,4.0,1.0,3101295.0,39.6875,1.0,2.0
697.0,0.0,3.0,0.0,0.0,85.0,0.0,0.0,363592.0,8.05,1.0,2.0
311.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,11767.0,83.1583,2.0,1.0
331.0,1.0,3.0,1.0,1.0,93.0,2.0,0.0,367226.0,23.25,0.0,2.0
827.0,0.0,3.0,0.0,0.0,94.0,0.0,0.0,1601.0,56.4958,1.0,2.0
864.0,0.0,3.0,1.0,1.0,95.0,8.0,2.0,2343.0,69.55,1.0,2.0
703.0,0.0,3.0,1.0,1.0,4.0,0.0,1.0,2691.0,14.4542,2.0,2.0
477.0,0.0,2.0,0.0,0.0,37.0,1.0,0.0,31027.0,21.0,1.0,2.0
222.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,220367.0,13.0,1.0,2.0
730.0,0.0,3.0,1.0,1.0,7.0,1.0,0.0,3101271.0,7.925,1.0,2.0
290.0,1.0,3.0,1.0,1.0,24.0,0.0,0.0,370373.0,7.75,0.0,2.0
485.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,11967.0,91.0792,2.0,2.0
813.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,28206.0,10.5,1.0,2.0
174.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,3101280.0,7.925,1.0,2.0
6.0,0.0,3.0,0.0,0.0,96.0,0.0,0.0,330877.0,8.4583,0.0,2.0
188.0,1.0,1.0,0.0,0.0,97.0,0.0,0.0,111428.0,26.55,1.0,2.0
112.0,0.0,3.0,1.0,1.0,98.0,1.0,0.0,2665.0,14.4542,2.0,2.0
375.0,0.0,3.0,1.0,1.0,38.0,3.0,1.0,349909.0,21.075,1.0,2.0
346.0,1.0,2.0,1.0,1.0,15.0,0.0,0.0,248733.0,13.0,1.0,4.0
649.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,751.0,7.55,1.0,2.0
423.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,315082.0,7.875,1.0,2.0
288.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,349206.0,7.8958,1.0,2.0
277.0,0.0,3.0,1.0,1.0,97.0,0.0,0.0,347073.0,7.75,1.0,2.0
182.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,2131.0,15.05,2.0,2.0
236.0,0.0,3.0,1.0,1.0,101.0,0.0,0.0,6609.0,7.55,1.0,2.0
395.0,1.0,3.0,4.0,1.0,15.0,0.0,2.0,9549.0,16.7,1.0,7.0
230.0,0.0,3.0,1.0,1.0,102.0,3.0,1.0,4133.0,25.4667,1.0,2.0
66.0,1.0,3.0,2.0,0.0,103.0,1.0,1.0,2661.0,15.2458,2.0,2.0
411.0,0.0,3.0,0.0,0.0,104.0,0.0,0.0,349222.0,7.8958,1.0,2.0
407.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,347064.0,7.75,1.0,2.0
130.0,0.0,3.0,0.0,0.0,97.0,0.0,0.0,347061.0,6.975,1.0,2.0
71.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,33111.0,10.5,1.0,2.0
592.0,1.0,1.0,4.0,1.0,21.0,1.0,0.0,36947.0,78.2667,2.0,5.0
77.0,0.0,3.0,0.0,0.0,105.0,0.0,0.0,349208.0,7.8958,1.0,2.0
17.0,0.0,3.0,2.0,0.0,106.0,4.0,1.0,382652.0,29.125,0.0,2.0
439.0,0.0,1.0,0.0,0.0,107.0,1.0,4.0,19950.0,263.0,1.0,1.0
554.0,1.0,3.0,0.0,0.0,24.0,0.0,0.0,2620.0,7.225,2.0,2.0
273.0,1.0,2.0,4.0,1.0,108.0,0.0,1.0,250644.0,19.5,1.0,2.0
325.0,0.0,3.0,0.0,0.0,109.0,8.0,2.0,2343.0,69.55,1.0,2.0
45.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,330958.0,7.8792,0.0,2.0
