PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabins
652.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,231919.0,23.0,1.0,2.0
695.0,0.0,1.0,13.0,0.0,110.0,0.0,0.0,113800.0,26.55,1.0,2.0
769.0,0.0,3.0,0.0,0.0,111.0,1.0,0.0,371110.0,24.15,0.0,2.0
123.0,0.0,2.0,0.0,0.0,81.0,1.0,0.0,237736.0,30.0708,2.0,2.0
317.0,1.0,2.0,4.0,1.0,15.0,1.0,0.0,244367.0,26.0,1.0,2.0
887.0,0.0,2.0,10.0,0.0,19.0,0.0,0.0,211536.0,13.0,1.0,2.0
40.0,1.0,3.0,1.0,1.0,112.0,1.0,0.0,2651.0,11.2417,2.0,2.0
482.0,0.0,2.0,0.0,0.0,113.0,0.0,0.0,239854.0,0.0,1.0,2.0
489.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,18509.0,8.05,1.0,2.0
278.0,0.0,2.0,0.0,0.0,114.0,0.0,0.0,239853.0,0.0,1.0,2.0
668.0,0.0,3.0,0.0,0.0,115.0,0.0,0.0,312993.0,7.775,1.0,2.0
809.0,0.0,2.0,0.0,0.0,77.0,0.0,0.0,248723.0,13.0,1.0,2.0
245.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,2694.0,7.225,2.0,2.0
196.0,1.0,1.0,1.0,1.0,80.0,0.0,0.0,17569.0,146.5208,2.0,2.0
686.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,2123.0,41.5792,2.0,2.0
221.0,1.0,3.0,0.0,0.0,42.0,0.0,0.0,392089.0,8.05,1.0,2.0
444.0,1.0,2.0,14.0,1.0,17.0,0.0,0.0,230434.0,13.0,1.0,2.0
437.0,0.0,3.0,1.0,1.0,11.0,2.0,2.0,6608.0,34.375,1.0,2.0
28.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,19950.0,263.0,1.0,1.0
67.0,1.0,2.0,4.0,1.0,16.0,0.0,0.0,29395.0,10.5,1.0,4.0
374.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,17760.0,135.6333,2.0,2.0
569.0,0.0,3.0,0.0,0.0,116.0,0.0,0.0,2686.0,7.2292,2.0,2.0
545.0,0.0,1.0,0.0,0.0,29.0,1.0,0.0,17761.0,106.425,2.0,1.0
821.0,1.0,1.0,4.0,1.0,21.0,1.0,1.0,12749.0,93.5,1.0,2.0
650.0,1.0,3.0,1.0,1.0,51.0,0.0,0.0,2314.0,7.55,1.0,2.0
11.0,1.0,3.0,1.0,1.0,63.0,1.0,1.0,9549.0,16.7,1.0,7.0
599.0,0.0,3.0,0.0,0.0,117.0,0.0,0.0,2664.0,7.225,2.0,2.0
710.0,1.0,3.0,2.0,0.0,118.0,1.0,1.0,2661.0,15.2458,2.0,2.0
593.0,0.0,3.0,0.0,0.0,39.0,0.0,0.0,3902.0,7.25,1.0,2.0
579.0,0.0,3.0,4.0,1.0,119.0,1.0,0.0,2689.0,14.4583,2.0,2.0
187.0,1.0,3.0,4.0,1.0,120.0,1.0,0.0,370365.0,15.5,0.0,2.0
268.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,347083.0,7.775,1.0,2.0
368.0,1.0,3.0,4.0,1.0,121.0,0.0,0.0,2626.0,7.2292,2.0,2.0
826.0,0.0,3.0,0.0,0.0,122.0,0.0,0.0,368323.0,6.95,0.0,2.0
183.0,0.0,3.0,2.0,0.0,123.0,4.0,2.0,347077.0,31.3875,1.0,2.0
621.0,0.0,3.0,0.0,0.0,19.0,1.0,0.0,2659.0,14.4542,2.0,2.0
360.0,1.0,3.0,1.0,1.0,124.0,0.0,0.0,330980.0,7.8792,0.0,2.0
101.0,0.0,3.0,1.0,1.0,17.0,0.0,0.0,349245.0,7.8958,1.0,2.0
23.0,1.0,3.0,1.0,1.0,31.0,0.0,0.0,330923.0,8.0292,0.0,2.0
676.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,349912.0,7.775,1.0,2.0
479.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,350060.0,7.5208,1.0,2.0
367.0,1.0,1.0,4.0,1.0,110.0,1.0,0.0,110813.0,75.25,2.0,5.0
414.0,0.0,2.0,0.0,0.0,125.0,0.0,0.0,239853.0,0.0,1.0,2.0
776.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,347078.0,7.75,1.0,2.0
578.0,1.0,1.0,4.0,1.0,77.0,1.0,0.0,13507.0,55.9,1.0,3.0
562.0,0.0,3.0,0.0,0.0,43.0,0.0,0.0,349251.0,7.8958,1.0,2.0
763.0,1.0,3.0,0.0,0.0,13.0,0.0,0.0,2663.0,7.2292,2.0,2.0
878.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,349212.0,7.8958,1.0,2.0
802.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,31921.0,26.25,1.0,2.0
662.0,0.0,3.0,0.0,0.0,43.0,0.0,0.0,2623.0,7.225,2.0,2.0
200.0,0.0,2.0,1.0,1.0,15.0,0.0,0.0,248747.0,13.0,1.0,2.0
706.0,0.0,2.0,0.0,0.0,77.0,0.0,0.0,250655.0,26.0,1.0,2.0
95.0,0.0,3.0,0.0,0.0,126.0,0.0,0.0,364500.0,7.25,1.0,2.0
773.0,0.0,2.0,4.0,1.0,127.0,0.0,0.0,3.0,10.5,1.0,3.0
721.0,1.0,2.0,1.0,1.0,78.0,0.0,1.0,248727.0,33.0,1.0,2.0
672.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12750.0,52.0,1.0,2.0
406.0,0.0,2.0,0.0,0.0,37.0,1.0,0.0,28664.0,21.0,1.0,2.0
166.0,1.0,3.0,2.0,0.0,123.0,0.0,2.0,363291.0,20.525,1.0,2.0
184.0,1.0,2.0,2.0,0.0,53.0,2.0,1.0,230136.0,39.0,1.0,4.0
762.0,0.0,3.0,0.0,0.0,108.0,0.0,0.0,3101272.0,7.125,1.0,2.0
22.0,1.0,2.0,0.0,0.0,37.0,0.0,0.0,248698.0,13.0,1.0,5.0
500.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,350035.0,7.7958,1.0,2.0
362.0,0.0,2.0,15.0,0.0,16.0,1.0,0.0,2167.0,27.7208,2.0,2.0
171.0,0.0,1.0,16.0,0.0,128.0,0.0,0.0,111240.0,33.5,1.0,2.0
377.0,1.0,3.0,1.0,1.0,24.0,0.0,0.0,7077.0,7.25,1.0,2.0
3.0,1.0,3.0,1.0,1.0,14.0,0.0,0.0,3101282.0,7.925,1.0,2.0
820.0,0.0,3.0,2.0,0.0,129.0,3.0,2.0,347088.0,27.9,1.0,2.0
707.0,1.0,2.0,4.0,1.0,97.0,0.0,0.0,223596.0,13.5,1.0,2.0
193.0,1.0,3.0,1.0,1.0,6.0,1.0,0.0,350046.0,7.8542,1.0,2.0
736.0,0.0,3.0,0.0,0.0,61.0,0.0,0.0,54636.0,16.1,1.0,2.0
422.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,13032.0,7.7333,0.0,2.0
626.0,0.0,1.0,0.0,0.0,128.0,0.0,0.0,36963.0,32.3208,1.0,5.0
622.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,11753.0,52.5542,1.0,5.0
233.0,0.0,2.0,0.0,0.0,126.0,0.0,0.0,237442.0,13.5,1.0,2.0
538.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,17761.0,106.425,2.0,2.0
525.0,0.0,3.0,0.0,0.0,130.0,0.0,0.0,2700.0,7.2292,2.0,2.0
837.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,315097.0,8.6625,1.0,2.0
468.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,113792.0,26.55,1.0,2.0
19.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,345763.0,18.0,1.0,2.0
780.0,1.0,1.0,4.0,1.0,50.0,0.0,1.0,24160.0,211.3375,1.0,2.0
257.0,1.0,1.0,4.0,1.0,131.0,0.0,0.0,17585.0,79.2,2.0,2.0
620.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,31028.0,10.5,1.0,2.0
21.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,239865.0,26.0,1.0,2.0
173.0,1.0,3.0,1.0,1.0,53.0,1.0,1.0,347742.0,11.1333,1.0,2.0
504.0,0.0,3.0,1.0,1.0,68.0,0.0,0.0,4135.0,9.5875,1.0,2.0
609.0,1.0,2.0,4.0,1.0,24.0,1.0,2.0,2123.0,41.5792,2.0,2.0
313.0,0.0,2.0,4.0,1.0,14.0,1.0,1.0,250651.0,26.0,1.0,2.0
475.0,0.0,3.0,1.0,1.0,24.0,0.0,0.0,7553.0,9.8375,1.0,2.0
73.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,14879.0,73.5,1.0,2.0
812.0,0.0,3.0,0.0,0.0,77.0,0.0,0.0,48871.0,24.15,1.0,2.0
165.0,0.0,3.0,2.0,0.0,53.0,4.0,1.0,3101295.0,39.6875,1.0,2.0
591.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,3101273.0,7.125,1.0,2.0
450.0,1.0,1.0,17.0,0.0,21.0,0.0,0.0,113786.0,30.5,1.0,1.0
549.0,0.0,3.0,0.0,0.0,88.0,1.0,1.0,363291.0,20.525,1.0,2.0
743.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,17608.0,262.375,2.0,2.0
46.0,0.0,3.0,0.0,0.0,132.0,0.0,0.0,23567.0,8.05,1.0,2.0
533.0,0.0,3.0,0.0,0.0,9.0,1.0,1.0,2690.0,7.2292,2.0,2.0
478.0,0.0,3.0,0.0,0.0,16.0,1.0,0.0,3460.0,7.0458,1.0,2.0
734.0,0.0,2.0,0.0,0.0,51.0,0.0,0.0,28425.0,13.0,1.0,2.0
35.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,17604.0,82.1708,2.0,2.0
604.0,0.0,3.0,0.0,0.0,85.0,0.0,0.0,364511.0,8.05,1.0,2.0
750.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,335097.0,7.75,0.0,2.0
627.0,0.0,2.0,10.0,0.0,127.0,0.0,0.0,219533.0,12.35,0.0,2.0
167.0,1.0,1.0,4.0,1.0,133.0,0.0,1.0,113505.0,55.0,1.0,3.0
481.0,0.0,3.0,2.0,0.0,123.0,5.0,2.0,2144.0,46.9,1.0,2.0
699.0,0.0,1.0,0.0,0.0,65.0,1.0,1.0,17421.0,110.8833,2.0,1.0
739.0,0.0,3.0,0.0,0.0,134.0,0.0,0.0,349201.0,7.8958,1.0,2.0
571.0,1.0,2.0,0.0,0.0,55.0,0.0,0.0,752.0,10.5,1.0,2.0
603.0,0.0,1.0,0.0,0.0,135.0,0.0,0.0,113796.0,42.4,1.0,2.0
237.0,0.0,2.0,0.0,0.0,85.0,1.0,0.0,26707.0,26.0,1.0,2.0
600.0,1.0,1.0,18.0,0.0,65.0,1.0,0.0,17485.0,56.9292,2.0,6.0
705.0,0.0,3.0,0.0,0.0,14.0,1.0,0.0,350025.0,7.8542,1.0,2.0
601.0,1.0,2.0,4.0,1.0,15.0,2.0,1.0,243847.0,27.0,1.0,2.0
240.0,0.0,2.0,0.0,0.0,88.0,0.0,0.0,1585.0,12.275,1.0,2.0
348.0,1.0,3.0,4.0,1.0,136.0,1.0,0.0,386525.0,16.1,1.0,2.0
665.0,1.0,3.0,0.0,0.0,13.0,1.0,0.0,3101285.0,7.925,1.0,2.0
291.0,1.0,1.0,1.0,1.0,14.0,0.0,0.0,19877.0,78.85,1.0,2.0
587.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,237565.0,15.0,1.0,2.0
309.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,3381.0,24.0,2.0,2.0
142.0,1.0,3.0,1.0,1.0,24.0,0.0,0.0,347081.0,7.75,1.0,2.0
681.0,0.0,3.0,1.0,1.0,137.0,0.0,0.0,330935.0,8.1375,0.0,2.0
168.0,0.0,3.0,4.0,1.0,97.0,1.0,4.0,347088.0,27.9,1.0,2.0
415.0,1.0,3.0,0.0,0.0,85.0,0.0,0.0,3101269.0,7.925,1.0,2.0
483.0,0.0,3.0,0.0,0.0,29.0,0.0,0.0,3594.0,8.05,1.0,2.0
759.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,363294.0,8.05,1.0,2.0
666.0,0.0,2.0,0.0,0.0,36.0,2.0,0.0,14879.0,73.5,1.0,2.0
306.0,1.0,1.0,2.0,0.0,138.0,1.0,2.0,113781.0,151.55,1.0,1.0
398.0,0.0,2.0,0.0,0.0,75.0,0.0,0.0,28403.0,26.0,1.0,2.0
192.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,28424.0,13.0,1.0,2.0
804.0,1.0,3.0,2.0,0.0,139.0,0.0,1.0,2625.0,8.5167,2.0,2.0
746.0,0.0,1.0,19.0,0.0,20.0,1.0,1.0,5735.0,71.0,1.0,2.0
170.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,1601.0,56.4958,1.0,2.0
136.0,0.0,2.0,0.0,0.0,51.0,0.0,0.0,2133.0,15.0458,2.0,2.0
109.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,349249.0,7.8958,1.0,2.0
557.0,1.0,1.0,18.0,1.0,23.0,1.0,0.0,11755.0,39.6,2.0,6.0
735.0,0.0,2.0,0.0,0.0,51.0,0.0,0.0,233639.0,13.0,1.0,2.0
162.0,1.0,2.0,4.0,1.0,43.0,0.0,0.0,33595.0,15.75,1.0,2.0
783.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,113501.0,30.0,1.0,5.0
487.0,1.0,1.0,4.0,1.0,40.0,1.0,0.0,19943.0,90.0,1.0,1.0
839.0,1.0,3.0,0.0,0.0,36.0,0.0,0.0,1601.0,56.4958,1.0,2.0
861.0,0.0,3.0,0.0,0.0,108.0,2.0,0.0,350026.0,14.1083,1.0,2.0
656.0,0.0,2.0,0.0,0.0,15.0,2.0,0.0,14879.0,73.5,1.0,2.0
491.0,0.0,3.0,0.0,0.0,140.0,1.0,0.0,65304.0,19.9667,1.0,2.0
282.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,347464.0,7.8542,1.0,2.0
748.0,1.0,2.0,1.0,1.0,18.0,0.0,0.0,250648.0,13.0,1.0,2.0
294.0,0.0,3.0,1.0,1.0,15.0,0.0,0.0,349236.0,8.85,1.0,2.0
645.0,1.0,3.0,1.0,1.0,141.0,2.0,1.0,2666.0,19.2583,2.0,2.0
391.0,1.0,1.0,0.0,0.0,33.0,1.0,2.0,113760.0,120.0,1.0,2.0
413.0,1.0,1.0,1.0,1.0,88.0,1.0,0.0,19928.0,90.0,0.0,1.0
531.0,1.0,2.0,1.0,1.0,106.0,1.0,1.0,26360.0,26.0,1.0,2.0
120.0,0.0,3.0,1.0,1.0,106.0,4.0,2.0,347082.0,31.275,1.0,2.0
438.0,1.0,2.0,4.0,1.0,15.0,2.0,3.0,29106.0,18.75,1.0,2.0
194.0,1.0,2.0,2.0,0.0,38.0,1.0,1.0,230080.0,26.0,1.0,4.0
529.0,0.0,3.0,0.0,0.0,77.0,0.0,0.0,3101296.0,7.925,1.0,2.0
158.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,392090.0,8.05,1.0,2.0
430.0,1.0,3.0,0.0,0.0,36.0,0.0,0.0,392078.0,8.05,1.0,3.0
833.0,0.0,3.0,0.0,0.0,142.0,0.0,0.0,2671.0,7.2292,2.0,2.0
103.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,35281.0,77.2875,1.0,5.0
682.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,17572.0,76.7292,2.0,5.0
224.0,0.0,3.0,0.0,0.0,143.0,0.0,0.0,349234.0,7.8958,1.0,2.0
777.0,0.0,3.0,0.0,0.0,144.0,0.0,0.0,383121.0,7.75,0.0,4.0
364.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,3101310.0,7.05,1.0,2.0
363.0,0.0,3.0,4.0,1.0,97.0,0.0,1.0,2691.0,14.4542,2.0,2.0
693.0,1.0,3.0,0.0,0.0,145.0,0.0,0.0,1601.0,56.4958,1.0,2.0
794.0,0.0,1.0,0.0,0.0,146.0,0.0,0.0,17600.0,30.6958,2.0,2.0
199.0,1.0,3.0,1.0,1.0,147.0,0.0,0.0,370370.0,7.75,0.0,2.0
64.0,0.0,3.0,2.0,0.0,63.0,3.0,2.0,347088.0,27.9,1.0,2.0
27.0,0.0,3.0,0.0,0.0,148.0,0.0,0.0,2631.0,7.225,2.0,2.0
544.0,1.0,2.0,0.0,0.0,36.0,1.0,0.0,2908.0,26.0,1.0,2.0
365.0,0.0,3.0,0.0,0.0,149.0,1.0,0.0,370365.0,15.5,0.0,2.0
667.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,234686.0,13.0,1.0,2.0
825.0,0.0,3.0,2.0,0.0,106.0,4.0,1.0,3101295.0,39.6875,1.0,2.0
497.0,1.0,1.0,1.0,1.0,76.0,1.0,0.0,36947.0,78.2667,2.0,5.0
838.0,0.0,3.0,0.0,0.0,150.0,0.0,0.0,392092.0,8.05,1.0,2.0
866.0,1.0,2.0,4.0,1.0,30.0,0.0,0.0,236852.0,13.0,1.0,2.0
451.0,0.0,2.0,0.0,0.0,33.0,1.0,2.0,34651.0,27.75,1.0,2.0
225.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,19943.0,90.0,1.0,1.0
515.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,349209.0,7.4958,1.0,2.0
828.0,1.0,2.0,2.0,0.0,53.0,0.0,2.0,2079.0,37.0042,2.0,2.0
509.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,4001.0,22.525,1.0,2.0
234.0,1.0,3.0,1.0,1.0,54.0,4.0,2.0,347077.0,31.3875,1.0,2.0
791.0,0.0,3.0,0.0,0.0,151.0,0.0,0.0,12460.0,7.75,0.0,2.0
108.0,1.0,3.0,0.0,0.0,152.0,0.0,0.0,312991.0,7.775,1.0,2.0
493.0,0.0,1.0,0.0,0.0,153.0,0.0,0.0,113787.0,30.5,1.0,1.0
318.0,0.0,2.0,9.0,0.0,76.0,0.0,0.0,29011.0,14.0,1.0,2.0
781.0,1.0,3.0,1.0,1.0,154.0,0.0,0.0,2687.0,7.2292,2.0,2.0
457.0,0.0,1.0,0.0,0.0,155.0,0.0,0.0,13509.0,26.55,1.0,3.0
582.0,1.0,1.0,4.0,1.0,77.0,1.0,1.0,17421.0,110.8833,2.0,1.0
496.0,0.0,3.0,0.0,0.0,156.0,0.0,0.0,2627.0,14.4583,2.0,2.0
585.0,0.0,3.0,0.0,0.0,157.0,0.0,0.0,3411.0,8.7125,2.0,2.0
408.0,1.0,2.0,2.0,0.0,38.0,1.0,1.0,29106.0,18.75,1.0,2.0
140.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,17593.0,79.2,2.0,2.0
747.0,0.0,3.0,0.0,0.0,42.0,1.0,1.0,2673.0,20.25,1.0,2.0
835.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2223.0,8.3,1.0,2.0
753.0,0.0,3.0,20.0,0.0,88.0,0.0,0.0,345780.0,9.5,1.0,2.0
678.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,4138.0,9.8417,1.0,2.0
786.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,374887.0,7.25,1.0,2.0
244.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,3101275.0,7.125,1.0,2.0
89.0,1.0,1.0,1.0,1.0,51.0,3.0,2.0,19950.0,263.0,1.0,1.0
385.0,0.0,3.0,0.0,0.0,158.0,0.0,0.0,349227.0,7.8958,1.0,2.0
654.0,1.0,3.0,1.0,1.0,159.0,0.0,0.0,330919.0,7.8292,0.0,2.0
670.0,1.0,1.0,4.0,1.0,160.0,1.0,0.0,19996.0,52.0,1.0,1.0
153.0,0.0,3.0,0.0,0.0,161.0,0.0,0.0,11206.0,8.05,1.0,2.0
404.0,0.0,3.0,0.0,0.0,17.0,1.0,0.0,3101279.0,15.85,1.0,2.0
373.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,323951.0,8.05,1.0,2.0
76.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,348123.0,7.65,1.0,4.0
203.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,3101264.0,6.4958,1.0,2.0
630.0,0.0,3.0,0.0,0.0,162.0,0.0,0.0,334912.0,7.7333,0.0,2.0
796.0,0.0,2.0,0.0,0.0,77.0,0.0,0.0,28213.0,13.0,1.0,2.0
612.0,0.0,3.0,0.0,0.0,163.0,0.0,0.0,3101305.0,7.05,1.0,2.0
522.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,349252.0,7.8958,1.0,2.0
55.0,0.0,1.0,0.0,0.0,155.0,0.0,1.0,113509.0,61.9792,2.0,2.0
163.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,347068.0,7.775,1.0,2.0
129.0,1.0,3.0,1.0,1.0,164.0,1.0,1.0,2668.0,22.3583,2.0,4.0
879.0,0.0,3.0,0.0,0.0,165.0,0.0,0.0,349217.0,7.8958,1.0,2.0
258.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,110152.0,86.5,1.0,2.0
181.0,0.0,3.0,1.0,1.0,166.0,8.0,2.0,2343.0,69.55,1.0,2.0
36.0,0.0,1.0,0.0,0.0,30.0,1.0,0.0,113789.0,52.0,1.0,2.0
191.0,1.0,2.0,4.0,1.0,36.0,0.0,0.0,234604.0,13.0,1.0,2.0
880.0,1.0,1.0,4.0,1.0,57.0,0.0,1.0,11767.0,83.1583,2.0,1.0
889.0,0.0,3.0,1.0,1.0,167.0,1.0,2.0,6607.0,23.45,1.0,2.0
274.0,0.0,1.0,0.0,0.0,68.0,0.0,1.0,17596.0,29.7,2.0,1.0
